,Employee_ID,Gender,Age,Relationship_Status,Hometown,Unit,Time_of_service,Time_since_promotion,Travel_Rate,Post_Level,Pay_Scale,Work_Life_balance,Attrition
6059,EID_19009,F,20.0,Single,Franklin,Operarions,1.0,1,0,3,10.0,3.0,0.0
6060,EID_22798,F,47.0,Married,Lebanon,Purchasing,17.0,1,1,4,6.0,2.0,0.0
6061,EID_13430,M,31.0,Single,Washington,Accounting and Finance,7.0,1,1,3,8.0,2.0,0.0
6062,EID_2089,M,54.0,Single,Franklin,Operarions,18.0,4,0,4,7.0,3.0,0.0
6063,EID_21385,M,52.0,Married,Clinton,R&D,30.0,4,1,2,7.0,2.0,0.0
6064,EID_4211,F,,Married,Springfield,Accounting and Finance,25.0,4,1,4,9.0,2.0,0.0
6065,EID_23158,M,45.0,Married,Clinton,Operarions,11.0,4,0,3,8.0,3.0,1.0
6066,EID_15766,F,,Married,Lebanon,Quality,4.0,3,1,3,7.0,3.0,0.0
6067,EID_20104,M,35.0,Single,Franklin,Purchasing,8.0,3,1,2,4.0,3.0,1.0
6068,EID_14141,F,34.0,Married,Franklin,Accounting and Finance,7.0,2,1,3,6.0,1.0,0.0
6069,EID_15904,F,27.0,Married,Lebanon,Purchasing,4.0,2,0,3,6.0,2.0,0.0
6070,EID_11896,M,35.0,Single,Clinton,Human Resource Management,11.0,1,1,5,4.0,1.0,0.0
6071,EID_8311,M,49.0,Married,Clinton,Logistics,26.0,2,1,3,3.0,1.0,0.0
6072,EID_6433,M,53.0,Single,Springfield,IT,24.0,4,2,3,6.0,1.0,1.0
6073,EID_5705,M,55.0,Single,Franklin,Logistics,24.0,2,1,1,6.0,4.0,0.0
6074,EID_8027,F,44.0,Married,Washington,Sales,21.0,3,0,2,7.0,1.0,0.0
6075,EID_10175,F,45.0,Single,Washington,IT,21.0,4,0,3,9.0,3.0,0.0
6076,EID_24205,F,45.0,Married,Franklin,IT,10.0,3,1,4,2.0,3.0,1.0
6077,EID_14122,F,25.0,Single,Franklin,Sales,6.0,2,1,3,8.0,4.0,0.0
6078,EID_9650,F,41.0,Single,Springfield,R&D,10.0,3,1,4,8.0,2.0,1.0
6079,EID_11958,F,40.0,Married,Springfield,Logistics,11.0,4,1,3,5.0,1.0,0.0
6080,EID_12170,F,40.0,Married,Lebanon,Purchasing,15.0,2,1,2,8.0,3.0,0.0
6081,EID_2371,M,57.0,Married,Franklin,Sales,25.0,1,0,3,5.0,4.0,0.0
6082,EID_20928,M,25.0,Married,Washington,IT,6.0,4,1,3,5.0,3.0,0.0
6083,EID_2636,F,57.0,Married,Springfield,Human Resource Management,28.0,3,1,4,7.0,2.0,0.0
6084,EID_16997,M,24.0,Married,Washington,Logistics,5.0,2,1,4,8.0,1.0,0.0
6085,EID_19425,F,37.0,Single,Lebanon,Human Resource Management,8.0,3,0,3,4.0,3.0,0.0
6086,EID_12371,F,,Married,Springfield,Sales,7.0,1,1,2,7.0,1.0,0.0
6087,EID_25887,M,47.0,Single,Lebanon,Operarions,21.0,2,0,3,8.0,3.0,0.0
6088,EID_20483,M,,Single,Washington,Accounting and Finance,21.0,1,0,1,5.0,2.0,0.0
6089,EID_5103,M,65.0,Single,Lebanon,IT,41.0,3,0,1,7.0,2.0,1.0
6090,EID_7593,M,62.0,Single,Springfield,Operarions,40.0,4,0,3,8.0,4.0,0.0
6091,EID_12648,F,29.0,Married,Washington,Accounting and Finance,6.0,2,1,2,7.0,1.0,0.0
6092,EID_10121,F,45.0,Married,Franklin,Sales,7.0,1,1,3,2.0,4.0,0.0
6093,EID_24198,F,31.0,Single,Clinton,IT,5.0,4,1,3,8.0,2.0,0.0
6094,EID_12071,F,35.0,Married,Clinton,Purchasing,7.0,4,0,2,7.0,3.0,1.0
6095,EID_20128,F,22.0,Married,Clinton,Sales,3.0,3,1,2,8.0,3.0,0.0
6096,EID_15965,M,23.0,Married,Springfield,IT,4.0,2,0,3,6.0,1.0,0.0
6097,EID_17236,M,,Married,Springfield,Human Resource Management,4.0,2,1,5,4.0,2.0,0.0
6098,EID_17456,M,26.0,Married,Lebanon,Logistics,3.0,3,0,5,5.0,1.0,1.0
6099,EID_9567,F,37.0,Married,Franklin,Logistics,11.0,3,1,3,3.0,4.0,0.0
6100,EID_17355,M,24.0,Married,Lebanon,Accounting and Finance,5.0,1,1,4,7.0,4.0,0.0
6101,EID_6208,F,53.0,Married,Springfield,Logistics,,4,2,2,8.0,2.0,0.0
6102,EID_24545,F,27.0,Married,Clinton,Security,4.0,2,2,3,4.0,4.0,0.0
6103,EID_14674,M,33.0,Married,Franklin,IT,10.0,1,1,1,4.0,1.0,0.0
6104,EID_9825,M,37.0,Married,Franklin,IT,15.0,1,0,3,4.0,3.0,0.0
6105,EID_21165,F,52.0,Single,Springfield,Sales,14.0,2,1,4,8.0,4.0,0.0
6106,EID_13819,F,30.0,Single,Springfield,Sales,7.0,2,2,4,7.0,4.0,0.0
6107,EID_1784,F,59.0,Single,Lebanon,Production,28.0,4,0,2,4.0,1.0,0.0
6108,EID_5966,F,63.0,Single,Franklin,Marketing,40.0,2,1,2,4.0,2.0,0.0
6109,EID_16106,M,,Single,Clinton,Human Resource Management,4.0,3,0,3,5.0,4.0,0.0
6110,EID_18296,M,21.0,Married,Washington,Sales,2.0,1,1,4,1.0,2.0,0.0
6111,EID_18663,M,21.0,Married,Washington,IT,2.0,1,1,1,6.0,3.0,0.0
6112,EID_20238,F,28.0,Married,Franklin,Security,4.0,3,1,4,8.0,2.0,1.0
6113,EID_15172,M,24.0,Married,Franklin,Operarions,5.0,1,0,2,8.0,1.0,0.0
6114,EID_10072,F,36.0,Married,Springfield,Operarions,13.0,1,1,2,5.0,3.0,0.0
6115,EID_21441,F,42.0,Married,Springfield,Human Resource Management,19.0,4,1,1,2.0,1.0,1.0
6116,EID_11352,M,33.0,Single,Washington,Sales,9.0,1,0,4,8.0,3.0,0.0
6117,EID_5576,F,55.0,Married,Lebanon,R&D,17.0,1,0,3,6.0,3.0,0.0
6118,EID_18787,F,20.0,Single,Franklin,Sales,1.0,1,0,3,8.0,3.0,0.0
6119,EID_8339,F,44.0,Single,Lebanon,Marketing,9.0,4,1,2,8.0,4.0,0.0
6120,EID_20068,M,47.0,Married,Lebanon,IT,10.0,3,1,3,6.0,1.0,0.0
6121,EID_1550,M,56.0,Married,Lebanon,Operarions,22.0,1,0,2,9.0,1.0,0.0
6122,EID_18548,M,23.0,Married,Washington,IT,4.0,4,1,5,7.0,2.0,0.0
6123,EID_3067,M,51.0,Single,Springfield,IT,12.0,2,1,2,7.0,4.0,0.0
6124,EID_1781,M,59.0,Married,Lebanon,Accounting and Finance,21.0,3,1,3,8.0,4.0,0.0
6125,EID_16538,F,25.0,Single,Clinton,Human Resource Management,6.0,4,2,3,5.0,1.0,0.0
6126,EID_22725,M,52.0,Married,Lebanon,Purchasing,27.0,1,0,3,9.0,2.0,0.0
6127,EID_14790,F,32.0,Married,Washington,Purchasing,3.0,2,1,5,6.0,1.0,0.0
6128,EID_16976,F,24.0,Married,Springfield,Operarions,5.0,3,1,2,5.0,1.0,0.0
6129,EID_8998,M,43.0,Single,Lebanon,Quality,19.0,1,1,2,8.0,4.0,0.0
6130,EID_9558,F,38.0,Single,Franklin,IT,11.0,4,1,4,4.0,3.0,0.0
6131,EID_16124,F,23.0,Single,Franklin,IT,4.0,3,1,3,8.0,3.0,1.0
6132,EID_19215,M,20.0,Married,Franklin,Logistics,1.0,1,2,4,5.0,3.0,0.0
6133,EID_4560,M,64.0,Married,Springfield,Logistics,28.0,4,0,4,5.0,4.0,0.0
6134,EID_20046,F,19.0,Single,Springfield,Human Resource Management,0.0,0,1,5,8.0,1.0,0.0
6135,EID_12030,F,31.0,Single,Springfield,Purchasing,9.0,2,2,1,5.0,3.0,0.0
6136,EID_15984,M,26.0,Married,Lebanon,IT,3.0,3,1,4,5.0,3.0,0.0
6137,EID_10814,F,34.0,Married,Lebanon,Sales,5.0,4,1,3,4.0,4.0,0.0
6138,EID_12227,F,39.0,Single,Franklin,Accounting and Finance,13.0,4,1,1,6.0,4.0,0.0
6139,EID_22242,M,22.0,Single,Springfield,IT,3.0,3,1,4,8.0,1.0,0.0
6140,EID_7290,F,51.0,Married,Lebanon,Sales,18.0,2,1,2,5.0,3.0,0.0
6141,EID_6311,F,48.0,Single,Washington,Sales,19.0,4,1,3,8.0,2.0,0.0
6142,EID_5922,F,45.0,Single,Franklin,Accounting and Finance,21.0,1,1,4,2.0,3.0,0.0
6143,EID_24663,M,31.0,Single,Lebanon,Operarions,7.0,4,1,2,8.0,2.0,0.0
6144,EID_6131,F,49.0,Married,Springfield,Purchasing,27.0,2,0,4,5.0,1.0,0.0
6145,EID_7568,F,51.0,Single,Springfield,Operarions,12.0,1,1,4,8.0,3.0,0.0
6146,EID_22700,M,35.0,Single,Springfield,IT,7.0,1,0,3,6.0,2.0,0.0
6147,EID_20873,F,26.0,Married,Washington,Sales,4.0,4,0,1,4.0,2.0,0.0
6148,EID_15716,M,30.0,Single,Lebanon,Purchasing,6.0,2,1,3,9.0,1.0,0.0
6149,EID_23554,M,,Married,Springfield,Operarions,4.0,2,2,3,3.0,1.0,0.0
6150,EID_7537,F,51.0,Married,Springfield,Logistics,28.0,4,2,3,3.0,1.0,0.0
6151,EID_1954,M,64.0,Single,Washington,IT,41.0,2,2,3,6.0,2.0,0.0
6152,EID_3132,F,55.0,Married,Lebanon,Sales,16.0,1,1,4,6.0,1.0,0.0
6153,EID_21672,F,32.0,Single,Lebanon,Operarions,8.0,2,1,3,8.0,2.0,0.0
6154,EID_25214,F,22.0,Married,Springfield,Logistics,3.0,1,1,3,6.0,3.0,0.0
6155,EID_18497,F,21.0,Single,Springfield,Operarions,2.0,2,1,2,7.0,1.0,0.0
6156,EID_25447,M,54.0,Single,Springfield,Logistics,30.0,3,1,2,5.0,2.0,0.0
6157,EID_24251,F,60.0,Married,Springfield,R&D,27.0,1,1,4,8.0,3.0,0.0
6158,EID_18026,M,21.0,Married,Springfield,R&D,2.0,2,0,5,8.0,1.0,0.0
6159,EID_17042,M,24.0,Married,Lebanon,Quality,5.0,3,0,3,9.0,1.0,0.0
6160,EID_10823,F,34.0,Married,Lebanon,Quality,6.0,4,0,3,6.0,4.0,0.0
6161,EID_8972,F,39.0,Married,Lebanon,Production,10.0,4,1,3,8.0,2.0,0.0
6162,EID_8105,F,44.0,Married,Lebanon,Sales,12.0,4,1,3,10.0,2.0,0.0
6163,EID_9631,M,60.0,Married,Springfield,IT,33.0,4,1,5,5.0,1.0,0.0
6164,EID_24946,M,45.0,Married,Lebanon,Purchasing,19.0,3,0,3,8.0,3.0,1.0
6165,EID_2086,M,54.0,Married,Franklin,Logistics,26.0,1,0,4,10.0,1.0,0.0
6166,EID_22990,F,42.0,Single,Franklin,Operarions,15.0,3,0,2,8.0,2.0,0.0
6167,EID_5727,M,50.0,Married,Franklin,Sales,21.0,3,1,3,5.0,1.0,0.0
6168,EID_12511,F,,Single,Washington,Operarions,9.0,3,1,2,7.0,4.0,0.0
6169,EID_8291,F,,Married,Lebanon,Operarions,10.0,1,2,4,6.0,3.0,1.0
6170,EID_22074,M,54.0,Married,Clinton,IT,30.0,3,2,2,9.0,1.0,0.0
6171,EID_12347,M,,Single,Lebanon,Logistics,13.0,2,1,4,8.0,1.0,0.0
6172,EID_10795,M,38.0,Married,Clinton,IT,15.0,3,0,5,10.0,2.0,0.0
6173,EID_21823,M,47.0,Single,Lebanon,Operarions,18.0,3,1,1,3.0,4.0,0.0
6174,EID_20919,F,52.0,Single,Springfield,Marketing,17.0,1,1,2,4.0,2.0,0.0
6175,EID_9249,F,,Single,Franklin,Logistics,36.0,4,1,1,5.0,1.0,0.0
6176,EID_24954,M,30.0,Single,Washington,Operarions,6.0,3,1,5,6.0,4.0,0.0
6177,EID_23257,F,25.0,Married,Washington,Sales,,3,1,3,2.0,3.0,0.0
6178,EID_20760,M,,Single,Clinton,Logistics,0.0,0,0,3,5.0,3.0,0.0
6179,EID_22345,M,26.0,Married,Franklin,IT,2.0,1,0,2,5.0,2.0,0.0
6180,EID_11403,M,33.0,Single,Springfield,Operarions,11.0,1,1,4,4.0,2.0,1.0
6181,EID_12387,F,39.0,Single,Springfield,IT,11.0,2,1,3,1.0,3.0,0.0
6182,EID_17798,M,,Married,Lebanon,R&D,2.0,2,1,2,5.0,3.0,0.0
6183,EID_24227,F,60.0,Married,Lebanon,Logistics,38.0,1,1,3,4.0,2.0,0.0
6184,EID_3071,M,52.0,Single,Lebanon,Logistics,18.0,4,1,3,6.0,2.0,0.0
6185,EID_14205,M,29.0,Married,Franklin,R&D,5.0,2,1,3,8.0,3.0,0.0
6186,EID_10224,F,40.0,Married,Lebanon,Sales,14.0,4,2,3,4.0,1.0,0.0
6187,EID_16282,M,26.0,Single,Franklin,R&D,3.0,3,1,1,6.0,1.0,0.0
6188,EID_15553,M,30.0,Single,Franklin,R&D,6.0,3,0,3,7.0,4.0,0.0
6189,EID_9596,F,41.0,Married,Franklin,R&D,2.0,2,1,1,9.0,3.0,1.0
6190,EID_5027,F,56.0,Single,Lebanon,Sales,33.0,3,0,4,9.0,1.0,0.0
6191,EID_22529,F,45.0,Married,Washington,R&D,11.0,2,1,3,6.0,2.0,0.0
6192,EID_18378,M,23.0,Single,Franklin,IT,4.0,3,1,4,5.0,2.0,0.0
6193,EID_19490,M,,Married,Springfield,Quality,3.0,3,1,2,7.0,4.0,0.0
6194,EID_24418,F,30.0,Single,Springfield,Production,6.0,2,1,1,6.0,3.0,0.0
6195,EID_7222,F,46.0,Single,Franklin,Accounting and Finance,10.0,3,2,3,4.0,3.0,0.0
6196,EID_11260,M,42.0,Married,Lebanon,IT,9.0,1,1,2,3.0,4.0,1.0
6197,EID_11372,M,37.0,Married,Clinton,R&D,9.0,2,0,4,7.0,3.0,0.0
6198,EID_18027,M,24.0,Married,Springfield,IT,5.0,1,0,3,8.0,3.0,0.0
6199,EID_1055,M,57.0,Married,Franklin,Human Resource Management,32.0,3,1,4,5.0,3.0,0.0
6200,EID_16383,F,22.0,Single,Springfield,Production,3.0,1,1,4,7.0,2.0,0.0
6201,EID_18359,F,20.0,Married,Springfield,Accounting and Finance,1.0,1,0,3,10.0,3.0,0.0
6202,EID_5825,F,49.0,Single,Lebanon,IT,27.0,1,1,4,5.0,3.0,0.0
6203,EID_15296,F,31.0,Married,Franklin,Purchasing,9.0,3,1,3,6.0,1.0,0.0
6204,EID_2784,F,52.0,Married,Lebanon,IT,30.0,3,1,5,6.0,3.0,0.0
6205,EID_11166,M,42.0,Married,Lebanon,IT,18.0,3,2,3,5.0,2.0,0.0
6206,EID_9078,F,47.0,Married,Franklin,Marketing,15.0,3,1,3,5.0,3.0,0.0
6207,EID_24158,F,37.0,Married,Springfield,IT,10.0,3,1,2,5.0,4.0,0.0
6208,EID_13587,F,31.0,Married,Lebanon,Human Resource Management,3.0,3,2,5,6.0,3.0,0.0
6209,EID_4337,F,51.0,Married,Springfield,Logistics,15.0,2,0,2,8.0,1.0,0.0
6210,EID_19220,F,21.0,Single,Lebanon,Sales,2.0,2,1,3,3.0,2.0,0.0
6211,EID_12739,M,38.0,Single,Franklin,Human Resource Management,10.0,4,2,5,4.0,3.0,1.0
6212,EID_22304,F,32.0,Married,Franklin,Quality,10.0,4,0,4,5.0,3.0,0.0
6213,EID_8019,F,40.0,Married,Springfield,Human Resource Management,16.0,4,1,3,8.0,4.0,0.0
6214,EID_7445,F,46.0,Single,Lebanon,Purchasing,23.0,3,1,3,4.0,3.0,0.0
6215,EID_1380,M,60.0,Married,Clinton,Operarions,29.0,1,2,3,8.0,1.0,0.0
6216,EID_6206,F,48.0,Single,Clinton,Human Resource Management,13.0,3,1,3,8.0,1.0,0.0
6217,EID_20589,M,31.0,Single,Lebanon,Logistics,7.0,2,0,1,2.0,4.0,0.0
6218,EID_15494,F,24.0,Married,Clinton,Purchasing,5.0,2,0,3,4.0,1.0,0.0
6219,EID_17829,F,25.0,Married,Lebanon,Logistics,6.0,3,0,3,8.0,1.0,0.0
6220,EID_22035,M,47.0,Married,Springfield,IT,9.0,2,1,3,5.0,1.0,0.0
6221,EID_3952,M,53.0,Married,Springfield,IT,30.0,3,1,2,8.0,2.0,0.0
6222,EID_6566,F,48.0,Married,Springfield,Accounting and Finance,18.0,3,0,2,8.0,3.0,0.0
6223,EID_10594,F,44.0,Married,Franklin,R&D,15.0,1,1,1,8.0,3.0,1.0
6224,EID_20955,M,25.0,Single,Lebanon,Operarions,6.0,4,0,3,10.0,3.0,0.0
6225,EID_21950,M,42.0,Single,Lebanon,Sales,15.0,4,0,2,5.0,1.0,0.0
6226,EID_8017,M,65.0,Married,Washington,IT,39.0,1,2,5,2.0,1.0,0.0
6227,EID_8748,F,,Married,Lebanon,Marketing,12.0,1,0,3,7.0,1.0,0.0
6228,EID_19152,M,20.0,Married,Franklin,Operarions,1.0,1,1,3,5.0,1.0,0.0
6229,EID_23929,F,35.0,Married,Lebanon,Purchasing,7.0,1,0,1,4.0,3.0,0.0
6230,EID_20867,M,19.0,Single,Lebanon,Sales,0.0,0,1,4,5.0,1.0,0.0
6231,EID_24383,M,52.0,Married,Clinton,IT,23.0,3,1,1,6.0,3.0,0.0
6232,EID_6779,F,52.0,Married,Lebanon,Sales,17.0,2,0,3,4.0,4.0,0.0
6233,EID_14659,M,33.0,Married,Lebanon,Sales,7.0,3,1,3,9.0,3.0,0.0
6234,EID_24667,M,35.0,Single,Franklin,Accounting and Finance,6.0,1,1,5,6.0,3.0,0.0
6235,EID_7877,M,62.0,Married,Lebanon,IT,28.0,3,1,4,9.0,1.0,0.0
6236,EID_3903,F,58.0,Single,Franklin,Logistics,21.0,3,2,4,4.0,3.0,0.0
6237,EID_13374,F,27.0,Single,Washington,Logistics,5.0,4,1,2,5.0,3.0,0.0
6238,EID_25689,F,30.0,Married,Clinton,IT,6.0,2,0,2,6.0,1.0,0.0
6239,EID_23756,M,54.0,Married,Franklin,Accounting and Finance,32.0,2,2,5,3.0,1.0,0.0
6240,EID_22504,M,32.0,Single,Lebanon,Purchasing,5.0,1,2,3,4.0,2.0,0.0
6241,EID_4328,M,64.0,Married,Washington,Sales,39.0,1,1,3,4.0,1.0,1.0
6242,EID_14087,F,34.0,Married,Lebanon,Sales,12.0,2,1,1,6.0,1.0,0.0
6243,EID_23542,M,22.0,Married,Clinton,Accounting and Finance,3.0,3,1,1,7.0,3.0,0.0
6244,EID_13181,F,32.0,Married,Lebanon,Sales,9.0,3,0,2,6.0,4.0,0.0
6245,EID_14018,F,35.0,Married,Franklin,Logistics,7.0,3,0,1,6.0,2.0,0.0
6246,EID_16736,F,24.0,Single,Clinton,IT,5.0,1,1,3,7.0,3.0,0.0
6247,EID_21431,F,26.0,Single,Franklin,Logistics,3.0,1,1,2,6.0,1.0,0.0
6248,EID_10968,F,38.0,Single,Springfield,Operarions,11.0,2,1,2,6.0,2.0,1.0
6249,EID_16857,M,24.0,Single,Clinton,R&D,5.0,1,1,5,5.0,1.0,1.0
6250,EID_20146,M,,Married,Franklin,IT,3.0,2,1,3,9.0,2.0,0.0
6251,EID_3584,F,50.0,Married,Washington,Purchasing,18.0,2,0,2,6.0,2.0,0.0
6252,EID_9507,F,38.0,Married,Lebanon,R&D,12.0,2,1,3,8.0,1.0,0.0
6253,EID_20713,F,37.0,Married,Lebanon,Human Resource Management,11.0,2,1,4,10.0,4.0,1.0
6254,EID_2040,F,55.0,Married,Franklin,Operarions,32.0,1,1,4,6.0,1.0,0.0
6255,EID_18827,F,22.0,Married,Springfield,Accounting and Finance,3.0,2,1,2,9.0,1.0,0.0
6256,EID_18231,F,24.0,Married,Franklin,Sales,5.0,1,1,3,7.0,3.0,0.0
6257,EID_11753,M,36.0,Single,Lebanon,Logistics,10.0,1,0,3,5.0,1.0,0.0
6258,EID_19759,M,27.0,Single,Clinton,Logistics,5.0,1,1,4,4.0,3.0,0.0
6259,EID_21425,M,52.0,Married,Springfield,Human Resource Management,22.0,4,0,3,4.0,2.0,0.0
6260,EID_24872,F,54.0,Married,Franklin,R&D,28.0,4,2,2,8.0,3.0,0.0
6261,EID_7072,F,60.0,Single,Springfield,Security,,2,1,5,5.0,3.0,0.0
6262,EID_11662,F,36.0,Married,Franklin,IT,7.0,3,1,2,5.0,4.0,0.0
6263,EID_12470,F,30.0,Married,Clinton,IT,8.0,4,1,4,3.0,4.0,0.0
6264,EID_18636,M,21.0,Single,Franklin,Sales,2.0,2,2,3,6.0,2.0,0.0
6265,EID_14385,M,30.0,Single,Lebanon,Logistics,8.0,3,0,1,7.0,3.0,0.0
6266,EID_25535,F,35.0,Married,Franklin,IT,10.0,4,1,2,8.0,2.0,0.0
6267,EID_10210,M,36.0,Single,Springfield,Purchasing,12.0,2,1,3,9.0,3.0,0.0
6268,EID_17621,M,21.0,Single,Franklin,R&D,2.0,2,2,3,9.0,3.0,0.0
6269,EID_20567,F,54.0,Single,Washington,Sales,16.0,4,1,2,5.0,3.0,0.0
6270,EID_13992,F,30.0,Married,Springfield,Logistics,8.0,4,0,2,6.0,1.0,0.0
6271,EID_23354,F,32.0,Married,Washington,Operarions,5.0,1,0,2,6.0,2.0,0.0
6272,EID_22738,F,22.0,Married,Washington,Logistics,3.0,1,2,3,8.0,2.0,0.0
6273,EID_22654,F,35.0,Single,Washington,Logistics,7.0,4,1,3,7.0,2.0,0.0
6274,EID_19229,F,21.0,Single,Franklin,R&D,2.0,2,1,2,3.0,1.0,0.0
6275,EID_16150,M,26.0,Single,Franklin,Purchasing,2.0,2,1,3,3.0,3.0,1.0
6276,EID_4863,M,51.0,Married,Franklin,Sales,,1,2,2,4.0,2.0,0.0
6277,EID_11606,F,32.0,Single,Clinton,Purchasing,10.0,3,1,4,7.0,4.0,0.0
6278,EID_7717,F,60.0,Single,Springfield,R&D,38.0,3,0,4,5.0,4.0,0.0
6279,EID_4604,F,57.0,Married,Washington,Operarions,35.0,3,1,2,8.0,2.0,0.0
6280,EID_3640,F,,Married,Washington,Operarions,20.0,2,0,3,3.0,3.0,0.0
6281,EID_23548,F,26.0,Single,Clinton,R&D,3.0,3,1,4,7.0,2.0,0.0
6282,EID_14272,M,25.0,Married,Springfield,Accounting and Finance,6.0,3,1,2,5.0,4.0,1.0
6283,EID_5568,M,63.0,Married,Clinton,IT,38.0,2,2,5,7.0,1.0,0.0
6284,EID_3340,F,55.0,Single,Washington,Accounting and Finance,18.0,4,1,3,6.0,3.0,0.0
6285,EID_10459,M,44.0,Single,Franklin,Security,12.0,3,0,4,9.0,1.0,0.0
6286,EID_1749,F,55.0,Married,Lebanon,R&D,31.0,3,0,3,8.0,2.0,0.0
6287,EID_6803,M,,Single,Lebanon,Logistics,20.0,4,2,4,6.0,2.0,0.0
6288,EID_1734,F,55.0,Single,Lebanon,R&D,33.0,4,0,4,8.0,3.0,0.0
6289,EID_3662,F,64.0,Married,Washington,Operarions,39.0,1,0,2,7.0,3.0,0.0
6290,EID_18997,F,20.0,Single,Springfield,Production,1.0,1,1,5,8.0,2.0,0.0
6291,EID_9643,M,46.0,Married,Washington,Accounting and Finance,19.0,2,1,1,7.0,1.0,1.0
6292,EID_9889,F,46.0,Married,Lebanon,Logistics,,4,2,3,8.0,4.0,0.0
6293,EID_21282,M,42.0,Married,Franklin,IT,9.0,1,1,3,6.0,1.0,0.0
6294,EID_16532,M,25.0,Single,Clinton,Human Resource Management,6.0,2,0,1,6.0,4.0,0.0
6295,EID_17024,F,24.0,Single,Springfield,IT,5.0,3,1,2,5.0,4.0,0.0
6296,EID_5539,F,62.0,Single,Lebanon,Purchasing,36.0,1,1,1,7.0,1.0,0.0
6297,EID_25814,F,25.0,Married,Franklin,Human Resource Management,6.0,1,0,3,8.0,1.0,0.0
6298,EID_4430,F,57.0,Married,Washington,Operarions,20.0,2,1,2,5.0,2.0,0.0
6299,EID_24942,F,27.0,Married,Lebanon,Purchasing,5.0,4,0,3,9.0,1.0,1.0
6300,EID_8408,M,44.0,Single,Washington,IT,18.0,4,0,5,2.0,1.0,0.0
6301,EID_23390,M,30.0,Married,Lebanon,Logistics,6.0,2,2,3,9.0,1.0,0.0
6302,EID_8854,F,39.0,Married,Springfield,Sales,12.0,4,1,3,10.0,4.0,0.0
6303,EID_12057,M,31.0,Married,Springfield,IT,2.0,1,0,1,8.0,3.0,0.0
6304,EID_16551,F,22.0,Married,Clinton,IT,3.0,2,0,4,6.0,1.0,0.0
6305,EID_13928,M,35.0,Married,Franklin,IT,7.0,3,1,4,5.0,2.0,0.0
6306,EID_9861,M,37.0,Single,Franklin,Sales,13.0,1,0,1,7.0,3.0,0.0
6307,EID_22386,M,28.0,Single,Springfield,IT,6.0,4,1,2,9.0,3.0,0.0
6308,EID_18677,M,23.0,Married,Springfield,IT,4.0,3,1,2,8.0,1.0,0.0
6309,EID_10733,F,34.0,Married,Franklin,IT,8.0,3,2,3,9.0,3.0,1.0
6310,EID_7214,M,,Single,Franklin,Human Resource Management,12.0,3,2,4,8.0,3.0,0.0
6311,EID_16340,F,26.0,Single,Lebanon,Logistics,4.0,1,2,5,6.0,1.0,0.0
6312,EID_17831,M,21.0,Married,Washington,Operarions,2.0,2,1,3,7.0,2.0,0.0
6313,EID_18765,M,20.0,Married,Lebanon,Logistics,1.0,1,0,1,8.0,1.0,0.0
6314,EID_9583,M,46.0,Married,Springfield,IT,10.0,1,1,1,7.0,1.0,0.0
6315,EID_13581,F,31.0,Married,Springfield,Quality,4.0,1,1,2,5.0,1.0,0.0
6316,EID_15626,F,,Married,Franklin,IT,5.0,3,1,3,6.0,1.0,0.0
6317,EID_18124,F,22.0,Married,Lebanon,Sales,3.0,1,0,1,4.0,4.0,0.0
6318,EID_16774,F,27.0,Married,Lebanon,Human Resource Management,5.0,3,1,2,7.0,2.0,0.0
6319,EID_12842,F,33.0,Single,Lebanon,R&D,10.0,2,0,2,9.0,4.0,0.0
6320,EID_3041,M,60.0,Married,Lebanon,Accounting and Finance,33.0,1,1,3,1.0,3.0,0.0
6321,EID_19666,M,60.0,Married,Lebanon,IT,30.0,1,0,2,5.0,1.0,0.0
6322,EID_13615,F,27.0,Single,Lebanon,Logistics,3.0,2,2,3,9.0,3.0,0.0
6323,EID_14629,M,33.0,Single,Clinton,Human Resource Management,6.0,4,1,1,8.0,1.0,0.0
6324,EID_1143,F,60.0,Single,Springfield,Logistics,35.0,3,1,1,7.0,3.0,0.0
6325,EID_13453,F,27.0,Single,Franklin,Purchasing,3.0,1,1,4,8.0,3.0,0.0
6326,EID_21585,M,22.0,Married,Franklin,Purchasing,3.0,3,1,3,8.0,1.0,0.0
6327,EID_14157,F,29.0,Single,Lebanon,Logistics,6.0,4,1,2,8.0,1.0,0.0
6328,EID_25824,F,27.0,Single,Springfield,Logistics,5.0,2,1,3,7.0,1.0,0.0
6329,EID_5715,M,50.0,Married,Franklin,Operarions,16.0,4,1,3,8.0,4.0,0.0
6330,EID_6916,F,43.0,Married,Springfield,Sales,5.0,1,1,5,2.0,1.0,0.0
6331,EID_21847,M,32.0,Single,Lebanon,IT,5.0,4,1,5,6.0,3.0,0.0
6332,EID_20205,F,26.0,Married,Clinton,Purchasing,3.0,1,2,2,10.0,4.0,0.0
6333,EID_3270,F,55.0,Single,Springfield,IT,33.0,4,2,3,4.0,2.0,0.0
6334,EID_18343,M,21.0,Single,Franklin,Operarions,2.0,2,0,2,4.0,1.0,0.0
6335,EID_13906,F,34.0,Married,Clinton,R&D,7.0,3,1,4,8.0,3.0,0.0
6336,EID_4697,M,57.0,Married,Washington,Purchasing,35.0,4,1,5,6.0,3.0,0.0
6337,EID_16029,F,29.0,Married,Springfield,Logistics,7.0,2,1,2,8.0,4.0,1.0
